Name                                 Publisher                                             Version
Linux                                Microsoft.Azure.SiteRecovery.Stage                    1.0.0.452
Linux                                Microsoft.Azure.SiteRecovery.Stage                    1.0.0.453
ServiceFabricMCNodeAlsantam-Test     Microsoft.Azure.ServiceFabric.MC.Test                 0.0.0.1
ServiceFabricMCNodeAlsantam-Test     Microsoft.Azure.ServiceFabric.MC.Test                 0.0.0.2
ServiceFabricMCNodeAlsantam-Test     Microsoft.Azure.ServiceFabric.MC.Test                 0.0.0.3
ServiceFabricMCNodeAlsantam-Test     Microsoft.Azure.ServiceFabric.MC.Test                 0.0.0.4
ServiceFabricMCNodeAlsantam-Test     Microsoft.Azure.ServiceFabric.MC.Test                 0.0.0.5
Linux                                Microsoft.Azure.SiteRecovery.Test                     1.2.0.874
Linux                                Microsoft.Azure.SiteRecovery.Test                     1.2.0.875
Linux                                Microsoft.Azure.SiteRecovery.Test                     1.2.0.876
Linux                                Microsoft.Azure.SiteRecovery.Test                     1.2.0.877
Linux                                Microsoft.Azure.SiteRecovery.Test                     1.2.0.878
LinuxDEBIAN10                        Microsoft.Azure.SiteRecovery.Stage                    1.0.0.216
LinuxDEBIAN10                        Microsoft.Azure.SiteRecovery.Stage                    1.0.0.217
LinuxDEBIAN10                        Microsoft.Azure.SiteRecovery2.Test                    1.0.0.287
LinuxDEBIAN10                        Microsoft.Azure.SiteRecovery2.Test                    1.0.0.288
LinuxDEBIAN10                        Microsoft.Azure.SiteRecovery2.Test                    1.0.0.290
LinuxDEBIAN10                        Microsoft.Azure.SiteRecovery2.Test                    1.0.0.291
LinuxDEBIAN7                         Microsoft.Azure.SiteRecovery.Stage                    1.0.0.452
LinuxDEBIAN7                         Microsoft.Azure.SiteRecovery.Stage                    1.0.0.453
LinuxOL6Test                         Microsoft.Azure.SiteRecovery.Test                     1.0.0.958
LinuxOL6Test                         Microsoft.Azure.SiteRecovery.Test                     1.0.0.959
LinuxOL6Test                         Microsoft.Azure.SiteRecovery.Test                     1.0.0.960
LinuxOL6Test                         Microsoft.Azure.SiteRecovery.Test                     1.0.0.961
LinuxOL6Test                         Microsoft.Azure.SiteRecovery.Test                     1.0.0.962
TestMSILinuxExtension                Microsoft.Azure.Test.Identity                         1.0.0.7
LinuxDEBIAN7                         Microsoft.Azure.SiteRecovery2.Test                    1.0.0.866
LinuxDEBIAN7                         Microsoft.Azure.SiteRecovery2.Test                    1.0.0.867
LinuxDEBIAN7                         Microsoft.Azure.SiteRecovery2.Test                    1.0.0.868
LinuxDEBIAN7                         Microsoft.Azure.SiteRecovery2.Test                    1.0.0.869
LinuxDEBIAN7                         Microsoft.Azure.SiteRecovery2.Test                    1.0.0.870
LinuxDEBIAN8                         Microsoft.Azure.SiteRecovery.Stage                    1.0.0.452
LinuxDEBIAN8                         Microsoft.Azure.SiteRecovery.Stage                    1.0.0.453
LinuxOL7                             Microsoft.Azure.SiteRecovery.Test                     1.0.0.682
LinuxOL7                             Microsoft.Azure.SiteRecovery.Test                     1.0.0.683
LinuxOL7                             Microsoft.Azure.SiteRecovery.Test                     1.0.0.684
LinuxOL7                             Microsoft.Azure.SiteRecovery.Test                     1.0.0.685
LinuxOL7                             Microsoft.Azure.SiteRecovery.Test                     1.0.0.686
TestMSIWindowsExtension              Microsoft.Azure.Test.Identity                         1.0.0.11
LinuxDEBIAN8                         Microsoft.Azure.SiteRecovery2.Test                    1.0.0.866
LinuxDEBIAN8                         Microsoft.Azure.SiteRecovery2.Test                    1.0.0.867
LinuxDEBIAN8                         Microsoft.Azure.SiteRecovery2.Test                    1.0.0.868
LinuxDEBIAN8                         Microsoft.Azure.SiteRecovery2.Test                    1.0.0.869
LinuxDEBIAN8                         Microsoft.Azure.SiteRecovery2.Test                    1.0.0.870
LinuxDEBIAN9                         Microsoft.Azure.SiteRecovery.Stage                    1.0.0.293
LinuxDEBIAN9                         Microsoft.Azure.SiteRecovery.Stage                    1.0.0.294
LinuxRHEL6                           Microsoft.Azure.SiteRecovery.Test                     1.5.0.961
LinuxRHEL6                           Microsoft.Azure.SiteRecovery.Test                     1.5.0.962
LinuxRHEL6                           Microsoft.Azure.SiteRecovery.Test                     1.5.0.963
LinuxRHEL6                           Microsoft.Azure.SiteRecovery.Test                     1.5.0.964
LinuxRHEL6                           Microsoft.Azure.SiteRecovery.Test                     1.5.0.965
LinuxDEBIAN9                         Microsoft.Azure.SiteRecovery2.Test                    1.0.0.388
LinuxDEBIAN9                         Microsoft.Azure.SiteRecovery2.Test                    1.0.0.389
LinuxDEBIAN9                         Microsoft.Azure.SiteRecovery2.Test                    1.0.0.390
LinuxDEBIAN9                         Microsoft.Azure.SiteRecovery2.Test                    1.0.0.391
LinuxDEBIAN9                         Microsoft.Azure.SiteRecovery2.Test                    1.0.0.392
LinuxOL6                             Microsoft.Azure.SiteRecovery.Stage                    1.0.0.452
LinuxOL6                             Microsoft.Azure.SiteRecovery.Stage                    1.0.0.453
LinuxRHEL7Test                       Microsoft.Azure.SiteRecovery.Test                     1.0.0.960
LinuxRHEL7Test                       Microsoft.Azure.SiteRecovery.Test                     1.0.0.961
LinuxRHEL7Test                       Microsoft.Azure.SiteRecovery.Test                     1.0.0.962
LinuxRHEL7Test                       Microsoft.Azure.SiteRecovery.Test                     1.0.0.963
LinuxRHEL7Test                       Microsoft.Azure.SiteRecovery.Test                     1.0.0.964
LinuxOL8                             Microsoft.Azure.SiteRecovery2.Test                    1.0.0.438
LinuxOL8                             Microsoft.Azure.SiteRecovery2.Test                    1.0.0.439
LinuxOL8                             Microsoft.Azure.SiteRecovery2.Test                    1.0.0.440
LinuxOL8                             Microsoft.Azure.SiteRecovery2.Test                    1.0.0.441
LinuxOL8                             Microsoft.Azure.SiteRecovery2.Test                    1.0.0.442
LinuxSLES11SP3Test                   Microsoft.Azure.SiteRecovery.Test                     1.0.0.954
LinuxSLES11SP3Test                   Microsoft.Azure.SiteRecovery.Test                     1.0.0.955
LinuxSLES11SP3Test                   Microsoft.Azure.SiteRecovery.Test                     1.0.0.956
LinuxSLES11SP3Test                   Microsoft.Azure.SiteRecovery.Test                     1.0.0.957
LinuxSLES11SP3Test                   Microsoft.Azure.SiteRecovery.Test                     1.0.0.958
LinuxOL7                             Microsoft.Azure.SiteRecovery.Stage                    1.0.0.454
LinuxOL7                             Microsoft.Azure.SiteRecovery.Stage                    1.0.0.455
LinuxRHEL8                           Microsoft.Azure.SiteRecovery2.Test                    1.0.0.607
LinuxRHEL8                           Microsoft.Azure.SiteRecovery2.Test                    1.0.0.608
LinuxRHEL8                           Microsoft.Azure.SiteRecovery2.Test                    1.0.0.609
LinuxRHEL8                           Microsoft.Azure.SiteRecovery2.Test                    1.0.0.610
LinuxRHEL8                           Microsoft.Azure.SiteRecovery2.Test                    1.0.0.611
LinuxSLES11SP4Test                   Microsoft.Azure.SiteRecovery.Test                     1.0.0.954
LinuxSLES11SP4Test                   Microsoft.Azure.SiteRecovery.Test                     1.0.0.955
LinuxSLES11SP4Test                   Microsoft.Azure.SiteRecovery.Test                     1.0.0.956
LinuxSLES11SP4Test                   Microsoft.Azure.SiteRecovery.Test                     1.0.0.957
LinuxSLES11SP4Test                   Microsoft.Azure.SiteRecovery.Test                     1.0.0.958
LinuxOL8                             Microsoft.Azure.SiteRecovery.Stage                    1.0.0.317
LinuxOL8                             Microsoft.Azure.SiteRecovery.Stage                    1.0.0.318
LinuxSLES12                          Microsoft.Azure.SiteRecovery2.Test                    1.0.0.773
LinuxSLES12                          Microsoft.Azure.SiteRecovery2.Test                    1.0.0.774
LinuxSLES12                          Microsoft.Azure.SiteRecovery2.Test                    1.0.0.775
LinuxSLES12                          Microsoft.Azure.SiteRecovery2.Test                    1.0.0.776
LinuxSLES12                          Microsoft.Azure.SiteRecovery2.Test                    1.0.0.777
LinuxSLES15                          Microsoft.Azure.SiteRecovery.Test                     1.2.0.374
LinuxSLES15                          Microsoft.Azure.SiteRecovery2.Test                    1.0.0.772
LinuxSLES15                          Microsoft.Azure.SiteRecovery2.Test                    1.0.0.773
LinuxSLES15                          Microsoft.Azure.SiteRecovery2.Test                    1.0.0.774
LinuxSLES15                          Microsoft.Azure.SiteRecovery2.Test                    1.0.0.775
LinuxSLES15                          Microsoft.Azure.SiteRecovery2.Test                    1.0.0.776
LinuxRHEL6                           Microsoft.Azure.SiteRecovery.Stage                    1.0.0.453
LinuxRHEL6                           Microsoft.Azure.SiteRecovery.Stage                    1.0.0.454
LinuxUBUNTU1404                      Microsoft.Azure.SiteRecovery.Test                     1.0.0.959
LinuxUBUNTU1404                      Microsoft.Azure.SiteRecovery.Test                     1.0.0.960
LinuxUBUNTU1404                      Microsoft.Azure.SiteRecovery.Test                     1.0.0.961
LinuxUBUNTU1404                      Microsoft.Azure.SiteRecovery.Test                     1.0.0.962
LinuxUBUNTU1404                      Microsoft.Azure.SiteRecovery.Test                     1.0.0.963
LinuxUBUNTU1804                      Microsoft.Azure.SiteRecovery2.Test                    1.0.0.625
LinuxUBUNTU1804                      Microsoft.Azure.SiteRecovery2.Test                    1.0.0.626
LinuxUBUNTU1804                      Microsoft.Azure.SiteRecovery2.Test                    1.0.0.627
LinuxUBUNTU1804                      Microsoft.Azure.SiteRecovery2.Test                    1.0.0.628
LinuxUBUNTU1804                      Microsoft.Azure.SiteRecovery2.Test                    1.0.0.629
LinuxRHEL7                           Microsoft.Azure.SiteRecovery.Stage                    1.0.0.453
LinuxRHEL7                           Microsoft.Azure.SiteRecovery.Stage                    1.0.0.454
LinuxUBUNTU1604                      Microsoft.Azure.SiteRecovery.Test                     1.0.0.873
LinuxUBUNTU1604                      Microsoft.Azure.SiteRecovery.Test                     1.0.0.874
LinuxUBUNTU1604                      Microsoft.Azure.SiteRecovery.Test                     1.0.0.875
LinuxUBUNTU1604                      Microsoft.Azure.SiteRecovery.Test                     1.0.0.876
LinuxUBUNTU1604                      Microsoft.Azure.SiteRecovery.Test                     1.0.0.877
LinuxUBUNTU2004                      Microsoft.Azure.SiteRecovery2.Test                    1.0.0.409
LinuxUBUNTU2004                      Microsoft.Azure.SiteRecovery2.Test                    1.0.0.410
LinuxUBUNTU2004                      Microsoft.Azure.SiteRecovery2.Test                    1.0.0.411
LinuxUBUNTU2004                      Microsoft.Azure.SiteRecovery2.Test                    1.0.0.412
LinuxUBUNTU2004                      Microsoft.Azure.SiteRecovery2.Test                    1.0.0.413
LinuxRHEL8                           Microsoft.Azure.SiteRecovery.Stage                    1.0.0.363
LinuxRHEL8                           Microsoft.Azure.SiteRecovery.Stage                    1.0.0.364
WindowsTest                          Microsoft.Azure.SiteRecovery.Test                     1.4.0.907
WindowsTest                          Microsoft.Azure.SiteRecovery.Test                     1.4.0.908
WindowsTest                          Microsoft.Azure.SiteRecovery.Test                     1.4.0.909
WindowsTest                          Microsoft.Azure.SiteRecovery.Test                     1.4.0.910
LinuxSLES11SP3                       Microsoft.Azure.SiteRecovery.Stage                    1.0.0.452
LinuxSLES11SP3                       Microsoft.Azure.SiteRecovery.Stage                    1.0.0.453
LinuxSLES11SP4                       Microsoft.Azure.SiteRecovery.Stage                    1.0.0.452
LinuxSLES11SP4                       Microsoft.Azure.SiteRecovery.Stage                    1.0.0.453
AzureCATExtensionHandler             Microsoft.AzureCAT.AzureEnhancedMonitoring            2.2.0.48
AzureCATExtensionHandler             Microsoft.AzureCAT.AzureEnhancedMonitoring            2.2.0.68
WindowsAgent.SqlServer               Microsoft.AzureData                                   1.1.1598.38
WindowsAgent.SqlServer               Microsoft.AzureData                                   1.1.1622.39
WindowsAgent.SqlServer               Microsoft.AzureData                                   1.1.1651.42
WindowsAgent.SqlServer               Microsoft.AzureData                                   1.1.1668.43
MonitorX64Linux                      Microsoft.AzureCAT.AzureEnhancedMonitoring            1.0.0.82
MonitorX64Linux                      Microsoft.AzureCAT.AzureEnhancedMonitoring            1.0.0.84
MonitorX64Linux                      Microsoft.AzureCAT.AzureEnhancedMonitoring            1.0.0.86
MonitorX64Linux                      Microsoft.AzureCAT.AzureEnhancedMonitoring            1.0.0.87
LinuxSLES12                          Microsoft.Azure.SiteRecovery.Stage                    1.0.0.452
LinuxSLES12                          Microsoft.Azure.SiteRecovery.Stage                    1.0.0.453
MonitorX64Windows                    Microsoft.AzureCAT.AzureEnhancedMonitoring            1.0.0.82
MonitorX64Windows                    Microsoft.AzureCAT.AzureEnhancedMonitoring            1.0.0.84
MonitorX64Windows                    Microsoft.AzureCAT.AzureEnhancedMonitoring            1.0.0.86
MonitorX64Windows                    Microsoft.AzureCAT.AzureEnhancedMonitoring            1.0.0.87
LinuxSLES15                          Microsoft.Azure.SiteRecovery.Stage                    1.0.0.363
LinuxSLES15                          Microsoft.Azure.SiteRecovery.Stage                    1.0.0.364
LinuxUBUNTU1404                      Microsoft.Azure.SiteRecovery.Stage                    1.0.0.452
LinuxUBUNTU1404                      Microsoft.Azure.SiteRecovery.Stage                    1.0.0.453
LinuxUBUNTU1604                      Microsoft.Azure.SiteRecovery.Stage                    1.0.0.452
LinuxUBUNTU1604                      Microsoft.Azure.SiteRecovery.Stage                    1.0.0.453
VMJITAccessExtension                 Microsoft.AzureSecurity.JITAccess                     1.0.0.0
VMJITAccessExtension                 Microsoft.AzureSecurity.JITAccess                     1.0.1.0
WorkloadBackup                       Microsoft.CloudBackup.Workload.Extension              1.0.1338.47
WorkloadBackup                       Microsoft.CloudBackup.Workload.Extension              1.0.1338.48
WorkloadBackup                       Microsoft.CloudBackup.Workload.Extension              1.1.0.0
WorkloadBackup                       Microsoft.CloudBackup.Workload.Extension              1.1.0.10
WorkloadBackup                       Microsoft.CloudBackup.Workload.Extension              1.1.0.11
WorkloadBackup                       Microsoft.CloudBackup.Workload.Extension              1.1.0.12
WorkloadBackup                       Microsoft.CloudBackup.Workload.Extension              1.1.0.13
WorkloadBackup                       Microsoft.CloudBackup.Workload.Extension              1.1.0.14
WorkloadBackup                       Microsoft.CloudBackup.Workload.Extension              1.1.0.15
WorkloadBackup                       Microsoft.CloudBackup.Workload.Extension              1.1.0.16
WorkloadBackup                       Microsoft.CloudBackup.Workload.Extension              1.1.0.17
WorkloadBackup                       Microsoft.CloudBackup.Workload.Extension              1.1.0.18
WorkloadBackup                       Microsoft.CloudBackup.Workload.Extension              1.1.0.2
WorkloadBackup                       Microsoft.CloudBackup.Workload.Extension              1.1.0.3
WorkloadBackup                       Microsoft.CloudBackup.Workload.Extension              1.1.0.4
WorkloadBackup                       Microsoft.CloudBackup.Workload.Extension              1.1.0.5
WorkloadBackup                       Microsoft.CloudBackup.Workload.Extension              1.1.0.6
WorkloadBackup                       Microsoft.CloudBackup.Workload.Extension              1.1.0.7
WorkloadBackup                       Microsoft.CloudBackup.Workload.Extension              1.1.0.8
WorkloadBackup                       Microsoft.CloudBackup.Workload.Extension              1.1.0.9
LinuxUBUNTU1804                      Microsoft.Azure.SiteRecovery.Stage                    1.0.0.447
LinuxUBUNTU1804                      Microsoft.Azure.SiteRecovery.Stage                    1.0.0.448
WorkloadBackup                       Microsoft.CloudBackup.Workload.Extension.Edp          1.0.1338.84
WorkloadBackup                       Microsoft.CloudBackup.Workload.Extension.Edp          1.0.1338.85
WorkloadBackup                       Microsoft.CloudBackup.Workload.Extension.Edp          1.0.1338.87
WorkloadBackup                       Microsoft.CloudBackup.Workload.Extension.Edp          1.3.0.1
WorkloadBackup                       Microsoft.CloudBackup.Workload.Extension.Edp          1.3.0.4
WorkloadBackupLinux                  Microsoft.CloudBackup.Workload.Extension              1.0.0.1
WorkloadBackupLinux                  Microsoft.CloudBackup.Workload.Extension              1.0.0.11
WorkloadBackupLinux                  Microsoft.CloudBackup.Workload.Extension              1.0.0.12
WorkloadBackupLinux                  Microsoft.CloudBackup.Workload.Extension              1.0.0.14
WorkloadBackupLinux                  Microsoft.CloudBackup.Workload.Extension              1.0.0.15
WorkloadBackupLinux                  Microsoft.CloudBackup.Workload.Extension              1.0.0.16
WorkloadBackupLinux                  Microsoft.CloudBackup.Workload.Extension              1.0.0.17
WorkloadBackupLinux                  Microsoft.CloudBackup.Workload.Extension              1.0.0.18
WorkloadBackupLinux                  Microsoft.CloudBackup.Workload.Extension              1.0.0.19
WorkloadBackupLinux                  Microsoft.CloudBackup.Workload.Extension              1.0.0.2
WorkloadBackupLinux                  Microsoft.CloudBackup.Workload.Extension              1.0.0.3
WorkloadBackupLinux                  Microsoft.CloudBackup.Workload.Extension              1.0.0.5
WorkloadBackupLinux                  Microsoft.CloudBackup.Workload.Extension              1.0.0.6
WorkloadBackupLinux                  Microsoft.CloudBackup.Workload.Extension              1.0.0.7
WorkloadBackupLinux                  Microsoft.CloudBackup.Workload.Extension              1.0.0.8
WorkloadBackupLinux                  Microsoft.CloudBackup.Workload.Extension              1.0.0.9
BGInfo                               Microsoft.Compute                                     1.0
BGInfo                               Microsoft.Compute                                     1.0.1
BGInfo                               Microsoft.Compute                                     1.1
BGInfo                               Microsoft.Compute                                     1.2
BGInfo                               Microsoft.Compute                                     1.2.2
BGInfo                               Microsoft.Compute                                     2.1
WorkloadBackupLinux                  Microsoft.CloudBackup.Workload.Extension.Edp          1.0.0.15
WorkloadBackupLinux                  Microsoft.CloudBackup.Workload.Extension.Edp          1.0.0.16
WorkloadBackupLinux                  Microsoft.CloudBackup.Workload.Extension.Edp          1.0.0.17
WorkloadBackupLinux                  Microsoft.CloudBackup.Workload.Extension.Edp          1.0.0.96
LinuxUBUNTU2004                      Microsoft.Azure.SiteRecovery.Stage                    1.0.0.308
LinuxUBUNTU2004                      Microsoft.Azure.SiteRecovery.Stage                    1.0.0.309
CustomScriptExtension                Microsoft.Compute                                     1.0
CustomScriptExtension                Microsoft.Compute                                     1.0.3
CustomScriptExtension                Microsoft.Compute                                     1.1
CustomScriptExtension                Microsoft.Compute                                     1.10.10
CustomScriptExtension                Microsoft.Compute                                     1.10.12
CustomScriptExtension                Microsoft.Compute                                     1.10.2
CustomScriptExtension                Microsoft.Compute                                     1.10.3
CustomScriptExtension                Microsoft.Compute                                     1.10.5
CustomScriptExtension                Microsoft.Compute                                     1.10.8
CustomScriptExtension                Microsoft.Compute                                     1.10.9
CustomScriptExtension                Microsoft.Compute                                     1.2
CustomScriptExtension                Microsoft.Compute                                     1.3
CustomScriptExtension                Microsoft.Compute                                     1.4
CustomScriptExtension                Microsoft.Compute                                     1.7
CustomScriptExtension                Microsoft.Compute                                     1.8
CustomScriptExtension                Microsoft.Compute                                     1.9
CustomScriptExtension                Microsoft.Compute                                     1.9.1
CustomScriptExtension                Microsoft.Compute                                     1.9.2
CustomScriptExtension                Microsoft.Compute                                     1.9.3
CustomScriptExtension                Microsoft.Compute                                     1.9.5
Ubuntu1804                           Microsoft.Azure.SiteRecovery.Stage                    1.0.0.109
JsonADDomainExtension                Microsoft.Compute                                     1.0
JsonADDomainExtension                Microsoft.Compute                                     1.3
JsonADDomainExtension                Microsoft.Compute                                     1.3.2
JsonADDomainExtension                Microsoft.Compute                                     1.3.6
LinuxPatchExtension                  Microsoft.CPlat.Core                                  1.6.16
LinuxPatchExtension                  Microsoft.CPlat.Core                                  1.6.17
LinuxPatchExtension                  Microsoft.CPlat.Core                                  1.6.18
LinuxPatchExtension                  Microsoft.CPlat.Core                                  1.6.19
LinuxPatchExtension                  Microsoft.CPlat.Core                                  1.6.24
LinuxPatchExtension                  Microsoft.CPlat.Core                                  1.6.25
Windows                              Microsoft.Azure.SiteRecovery.Stage                    1.0.0.451
Windows                              Microsoft.Azure.SiteRecovery.Stage                    1.0.0.452
VMApplicationManagerLinux            Microsoft.CPlat.Core.Edp                              1.0.0
MicrosoftMonitoringAgent             Microsoft.EnterpriseCloud.Monitoring                  1.0.11049.5
MicrosoftMonitoringAgent             Microsoft.EnterpriseCloud.Monitoring                  1.0.11049.7
MicrosoftMonitoringAgent             Microsoft.EnterpriseCloud.Monitoring                  1.0.11072.0
MicrosoftMonitoringAgent             Microsoft.EnterpriseCloud.Monitoring                  1.0.11072.1
MicrosoftMonitoringAgent             Microsoft.EnterpriseCloud.Monitoring                  1.0.11081.1
MicrosoftMonitoringAgent             Microsoft.EnterpriseCloud.Monitoring                  1.0.11081.2
MicrosoftMonitoringAgent             Microsoft.EnterpriseCloud.Monitoring                  1.0.11081.4
MicrosoftMonitoringAgent             Microsoft.EnterpriseCloud.Monitoring                  1.0.11081.5
MicrosoftMonitoringAgent             Microsoft.EnterpriseCloud.Monitoring                  1.0.13515.1
MicrosoftMonitoringAgent             Microsoft.EnterpriseCloud.Monitoring                  1.0.18001.0
MicrosoftMonitoringAgent             Microsoft.EnterpriseCloud.Monitoring                  1.0.18011.0
MicrosoftMonitoringAgent             Microsoft.EnterpriseCloud.Monitoring                  1.0.18011.1
MicrosoftMonitoringAgent             Microsoft.EnterpriseCloud.Monitoring                  1.0.18018.0
MicrosoftMonitoringAgent             Microsoft.EnterpriseCloud.Monitoring                  1.0.18029.0
MicrosoftMonitoringAgent             Microsoft.EnterpriseCloud.Monitoring                  1.0.18038.1
MicrosoftMonitoringAgent             Microsoft.EnterpriseCloud.Monitoring                  1.0.18040.2
MicrosoftMonitoringAgent             Microsoft.EnterpriseCloud.Monitoring                  1.0.18053.0
VMAccessAgent                        Microsoft.Compute                                     1.0
VMAccessAgent                        Microsoft.Compute                                     1.0.2
VMAccessAgent                        Microsoft.Compute                                     1.0.3
VMAccessAgent                        Microsoft.Compute                                     2.0
VMAccessAgent                        Microsoft.Compute                                     2.0.1
VMAccessAgent                        Microsoft.Compute                                     2.0.2
VMAccessAgent                        Microsoft.Compute                                     2.3
VMAccessAgent                        Microsoft.Compute                                     2.4
VMAccessAgent                        Microsoft.Compute                                     2.4.1
VMAccessAgent                        Microsoft.Compute                                     2.4.2
VMAccessAgent                        Microsoft.Compute                                     2.4.3
VMAccessAgent                        Microsoft.Compute                                     2.4.4
VMAccessAgent                        Microsoft.Compute                                     2.4.5
VMAccessAgent                        Microsoft.Compute                                     2.4.7
VMAccessAgent                        Microsoft.Compute                                     2.4.8
NullLinux                            Microsoft.CPlat.Core                                  2.0.1
NullLinux                            Microsoft.CPlat.Core                                  2.0.2
NullLinux                            Microsoft.CPlat.Core                                  2.0.3
NullLinux                            Microsoft.CPlat.Core                                  2.1.0
NullLinux                            Microsoft.CPlat.Core                                  2.2.0
NullLinux                            Microsoft.CPlat.Core                                  2.3.0
NullLinux                            Microsoft.CPlat.Core                                  3.0.0
NullLinux                            Microsoft.CPlat.Core                                  3.1.0
NullLinux                            Microsoft.CPlat.Core                                  3.3.0
NullLinux                            Microsoft.CPlat.Core                                  4.0.1
NullSeqA                             Microsoft.CPlat.Core                                  2.0.1
OmsAgentForLinux                     Microsoft.EnterpriseCloud.Monitoring                  1.0.217.0
OmsAgentForLinux                     Microsoft.EnterpriseCloud.Monitoring                  1.10.3
OmsAgentForLinux                     Microsoft.EnterpriseCloud.Monitoring                  1.10.5
OmsAgentForLinux                     Microsoft.EnterpriseCloud.Monitoring                  1.11.15
OmsAgentForLinux                     Microsoft.EnterpriseCloud.Monitoring                  1.11.3
OmsAgentForLinux                     Microsoft.EnterpriseCloud.Monitoring                  1.11.5
OmsAgentForLinux                     Microsoft.EnterpriseCloud.Monitoring                  1.11.7
OmsAgentForLinux                     Microsoft.EnterpriseCloud.Monitoring                  1.11.9
OmsAgentForLinux                     Microsoft.EnterpriseCloud.Monitoring                  1.12.1
OmsAgentForLinux                     Microsoft.EnterpriseCloud.Monitoring                  1.12.13
OmsAgentForLinux                     Microsoft.EnterpriseCloud.Monitoring                  1.12.15
OmsAgentForLinux                     Microsoft.EnterpriseCloud.Monitoring                  1.12.17
OmsAgentForLinux                     Microsoft.EnterpriseCloud.Monitoring                  1.12.25
OmsAgentForLinux                     Microsoft.EnterpriseCloud.Monitoring                  1.12.5
OmsAgentForLinux                     Microsoft.EnterpriseCloud.Monitoring                  1.13.13
OmsAgentForLinux                     Microsoft.EnterpriseCloud.Monitoring                  1.13.15
OmsAgentForLinux                     Microsoft.EnterpriseCloud.Monitoring                  1.13.27
OmsAgentForLinux                     Microsoft.EnterpriseCloud.Monitoring                  1.13.33
OmsAgentForLinux                     Microsoft.EnterpriseCloud.Monitoring                  1.13.35
OmsAgentForLinux                     Microsoft.EnterpriseCloud.Monitoring                  1.13.39
OmsAgentForLinux                     Microsoft.EnterpriseCloud.Monitoring                  1.13.40
OmsAgentForLinux                     Microsoft.EnterpriseCloud.Monitoring                  1.2.148.0
OmsAgentForLinux                     Microsoft.EnterpriseCloud.Monitoring                  1.3.127.5
OmsAgentForLinux                     Microsoft.EnterpriseCloud.Monitoring                  1.3.127.7
OmsAgentForLinux                     Microsoft.EnterpriseCloud.Monitoring                  1.3.18.7
OmsAgentForLinux                     Microsoft.EnterpriseCloud.Monitoring                  1.4.45.2
OmsAgentForLinux                     Microsoft.EnterpriseCloud.Monitoring                  1.4.45.3
OmsAgentForLinux                     Microsoft.EnterpriseCloud.Monitoring                  1.4.55.4
OmsAgentForLinux                     Microsoft.EnterpriseCloud.Monitoring                  1.4.56.5
OmsAgentForLinux                     Microsoft.EnterpriseCloud.Monitoring                  1.4.58.7
OmsAgentForLinux                     Microsoft.EnterpriseCloud.Monitoring                  1.4.59.1
OmsAgentForLinux                     Microsoft.EnterpriseCloud.Monitoring                  1.4.60.2
OmsAgentForLinux                     Microsoft.EnterpriseCloud.Monitoring                  1.6.42.0
OmsAgentForLinux                     Microsoft.EnterpriseCloud.Monitoring                  1.7.3
OmsAgentForLinux                     Microsoft.EnterpriseCloud.Monitoring                  1.7.9
OmsAgentForLinux                     Microsoft.EnterpriseCloud.Monitoring                  1.8.11
OmsAgentForLinux                     Microsoft.EnterpriseCloud.Monitoring                  1.8.12
OmsAgentForLinux                     Microsoft.EnterpriseCloud.Monitoring                  1.8.9
OmsAgentForLinux                     Microsoft.EnterpriseCloud.Monitoring                  1.9.1
MicrosoftMonitoringAgent             Microsoft.EnterpriseCloud.Monitoring.Test             1.0.11049.0
MicrosoftMonitoringAgent             Microsoft.EnterpriseCloud.Monitoring.Test             1.0.11049.1
NullSeqB                             Microsoft.CPlat.Core                                  2.0.1
DSC                                  Microsoft.GuestConfig.Test                            2.2.0.0
NullWindows                          Microsoft.CPlat.Core                                  2.0.1
NullWindows                          Microsoft.CPlat.Core                                  2.0.2
NullWindows                          Microsoft.CPlat.Core                                  2.0.3
NullWindows                          Microsoft.CPlat.Core                                  2.1.0
NullWindows                          Microsoft.CPlat.Core                                  2.2.0
NullWindows                          Microsoft.CPlat.Core                                  2.3.0
NullWindows                          Microsoft.CPlat.Core                                  3.0.0
NullWindows                          Microsoft.CPlat.Core                                  3.1.0
NullWindows                          Microsoft.CPlat.Core                                  3.2.0
NullWindows                          Microsoft.CPlat.Core                                  3.4.0
NullWindows                          Microsoft.CPlat.Core                                  4.0.0
ConfigurationForLinux                Microsoft.GuestConfiguration                          1.0.0
ConfigurationForLinux                Microsoft.GuestConfiguration                          1.11.0
ConfigurationForLinux                Microsoft.GuestConfiguration                          1.14.0
ConfigurationForLinux                Microsoft.GuestConfiguration                          1.15.0
ConfigurationForLinux                Microsoft.GuestConfiguration                          1.16.0
ConfigurationForLinux                Microsoft.GuestConfiguration                          1.17.0
ConfigurationForLinux                Microsoft.GuestConfiguration                          1.18.0
ConfigurationForLinux                Microsoft.GuestConfiguration                          1.20.0
ConfigurationForLinux                Microsoft.GuestConfiguration                          1.21.0
ConfigurationForLinux                Microsoft.GuestConfiguration                          1.25.5
ConfigurationForLinux                Microsoft.GuestConfiguration                          1.26.13
ConfigurationForLinux                Microsoft.GuestConfiguration                          1.26.14
ConfigurationForLinux                Microsoft.GuestConfiguration                          1.26.18
ConfigurationForLinux                Microsoft.GuestConfiguration                          1.26.24
ConfigurationForLinux                Microsoft.GuestConfiguration                          1.26.4
