Name                                 Publisher                                             Version
AzureMonitorWindowsAgent             Microsoft.Azure.Monitor                               1.0.10.0
AzureMonitorWindowsAgent             Microsoft.Azure.Monitor                               1.0.11.0
AzureMonitorWindowsAgent             Microsoft.Azure.Monitor                               1.0.12.0
AzureMonitorWindowsAgent             Microsoft.Azure.Monitor                               1.0.6.0
AzureMonitorWindowsAgent             Microsoft.Azure.Monitor                               1.0.6.1
AzureMonitorWindowsAgent             Microsoft.Azure.Monitor                               1.0.6.2
AzureMonitorWindowsAgent             Microsoft.Azure.Monitor                               1.0.7.0
AzureMonitorWindowsAgent             Microsoft.Azure.Monitor                               1.0.8.0
AzureMonitorWindowsAgent             Microsoft.Azure.Monitor                               1.0.9.0
AzureMonitorWindowsAgent             Microsoft.Azure.Monitor                               1.1.0.0
AzureMonitorWindowsAgent             Microsoft.Azure.Monitor                               1.1.1.0
AzureMonitorWindowsAgent             Microsoft.Azure.Monitor                               1.1.2.0
AzureMonitorWindowsAgent             Microsoft.Azure.Monitor                               1.1.3.1
AzureMonitorWindowsAgent             Microsoft.Azure.Monitor                               1.1.3.2
GuestHealthLinuxAgent                Microsoft.Azure.Monitor.VirtualMachines               0.9.1
GuestHealthWindowsAgent              Microsoft.Azure.Monitor.VirtualMachines               0.9
GuestHealthLinuxAgent                Microsoft.Azure.Monitor.VirtualMachines.GuestHealth   1.0.1
GuestHealthLinuxAgent                Microsoft.Azure.Monitor.VirtualMachines.GuestHealth   1.0.17
GuestHealthLinuxAgent                Microsoft.Azure.Monitor.VirtualMachines.GuestHealth   1.0.18
GuestHealthLinuxAgent                Microsoft.Azure.Monitor.VirtualMachines.GuestHealth   1.0.19
GuestHealthLinuxAgent                Microsoft.Azure.Monitor.VirtualMachines.GuestHealth   1.0.23
GuestHealthLinuxAgent                Microsoft.Azure.Monitor.VirtualMachines.GuestHealth   1.0.33
GuestHealthLinuxAgent                Microsoft.Azure.Monitor.VirtualMachines.GuestHealth   1.0.37
GuestHealthLinuxAgent                Microsoft.Azure.Monitor.VirtualMachines.GuestHealth   1.0.38
GuestHealthLinuxAgent                Microsoft.Azure.Monitor.VirtualMachines.GuestHealth   1.0.39
GuestHealthLinuxAgent                Microsoft.Azure.Monitor.VirtualMachines.GuestHealth   1.0.41
GuestHealthWindowsAgent              Microsoft.Azure.Monitor.VirtualMachines.GuestHealth   1.0.1
GuestHealthWindowsAgent              Microsoft.Azure.Monitor.VirtualMachines.GuestHealth   1.0.17
GuestHealthWindowsAgent              Microsoft.Azure.Monitor.VirtualMachines.GuestHealth   1.0.18
GuestHealthWindowsAgent              Microsoft.Azure.Monitor.VirtualMachines.GuestHealth   1.0.19
GuestHealthWindowsAgent              Microsoft.Azure.Monitor.VirtualMachines.GuestHealth   1.0.23
GuestHealthWindowsAgent              Microsoft.Azure.Monitor.VirtualMachines.GuestHealth   1.0.33
GuestHealthWindowsAgent              Microsoft.Azure.Monitor.VirtualMachines.GuestHealth   1.0.37
GuestHealthWindowsAgent              Microsoft.Azure.Monitor.VirtualMachines.GuestHealth   1.0.38
GuestHealthWindowsAgent              Microsoft.Azure.Monitor.VirtualMachines.GuestHealth   1.0.39
GuestHealthWindowsAgent              Microsoft.Azure.Monitor.VirtualMachines.GuestHealth   1.0.41
Aquarius                             Microsoft.Azure.Networking.SDN                        4.2.0.0
Aquarius                             Microsoft.Azure.Networking.SDN                        5.0.0.0
Workload.WLILinuxExtension           Microsoft.Azure.Monitor.Workloads                     0.1.39
Workload.WLILinuxExtension           Microsoft.Azure.Monitor.Workloads                     0.1.41
Workload.WLILinuxExtension           Microsoft.Azure.Monitor.Workloads                     0.1.42
Workload.WLILinuxExtension           Microsoft.Azure.Monitor.Workloads                     0.1.49
Workload.WLILinuxExtension           Microsoft.Azure.Monitor.Workloads                     0.1.51
Workload.WLILinuxExtension           Microsoft.Azure.Monitor.Workloads                     0.1.53
Workload.WLILinuxExtension           Microsoft.Azure.Monitor.Workloads                     0.1.54
Workload.WLILinuxExtension           Microsoft.Azure.Monitor.Workloads                     0.1.56
Workload.WLILinuxExtension           Microsoft.Azure.Monitor.Workloads                     0.2.103
Workload.WLILinuxExtension           Microsoft.Azure.Monitor.Workloads                     0.2.105
Workload.WLILinuxExtension           Microsoft.Azure.Monitor.Workloads                     0.2.113
Workload.WLILinuxExtension           Microsoft.Azure.Monitor.Workloads                     0.2.116
Workload.WLILinuxExtension           Microsoft.Azure.Monitor.Workloads                     0.2.120
Workload.WLILinuxExtension           Microsoft.Azure.Monitor.Workloads                     0.2.124
Workload.WLILinuxExtension           Microsoft.Azure.Monitor.Workloads                     0.2.127
Workload.WLILinuxExtension           Microsoft.Azure.Monitor.Workloads                     0.2.131
Workload.WLILinuxExtension           Microsoft.Azure.Monitor.Workloads                     0.2.134
Workload.WLILinuxExtension           Microsoft.Azure.Monitor.Workloads                     0.2.200
Workload.WLILinuxExtension           Microsoft.Azure.Monitor.Workloads                     0.2.202
Workload.WLILinuxExtension           Microsoft.Azure.Monitor.Workloads                     0.2.58
Workload.WLILinuxExtension           Microsoft.Azure.Monitor.Workloads                     0.2.64
Workload.WLILinuxExtension           Microsoft.Azure.Monitor.Workloads                     0.2.65
Workload.WLILinuxExtension           Microsoft.Azure.Monitor.Workloads                     0.2.66
Workload.WLILinuxExtension           Microsoft.Azure.Monitor.Workloads                     0.2.67
Workload.WLILinuxExtension           Microsoft.Azure.Monitor.Workloads                     0.2.71
Workload.WLILinuxExtension           Microsoft.Azure.Monitor.Workloads                     0.2.82
DependencyAgentLinux                 Microsoft.Azure.Monitoring.DependencyAgent            9.1.0.886
DependencyAgentLinux                 Microsoft.Azure.Monitoring.DependencyAgent            9.10.0.7820
DependencyAgentLinux                 Microsoft.Azure.Monitoring.DependencyAgent            9.10.10.16690
DependencyAgentLinux                 Microsoft.Azure.Monitoring.DependencyAgent            9.10.11.17500
DependencyAgentLinux                 Microsoft.Azure.Monitoring.DependencyAgent            9.10.2.9060
DependencyAgentLinux                 Microsoft.Azure.Monitoring.DependencyAgent            9.10.3.9380
DependencyAgentLinux                 Microsoft.Azure.Monitoring.DependencyAgent            9.10.4.10090
DependencyAgentLinux                 Microsoft.Azure.Monitoring.DependencyAgent            9.10.5.10940
DependencyAgentLinux                 Microsoft.Azure.Monitoring.DependencyAgent            9.10.6.11730
DependencyAgentLinux                 Microsoft.Azure.Monitoring.DependencyAgent            9.10.7.12710
DependencyAgentLinux                 Microsoft.Azure.Monitoring.DependencyAgent            9.10.9.15340
DependencyAgentLinux                 Microsoft.Azure.Monitoring.DependencyAgent            9.2.0.1001
DependencyAgentLinux                 Microsoft.Azure.Monitoring.DependencyAgent            9.2.1.1014
DependencyAgentLinux                 Microsoft.Azure.Monitoring.DependencyAgent            9.3.0.1058
DependencyAgentLinux                 Microsoft.Azure.Monitoring.DependencyAgent            9.4.0.1112
DependencyAgentLinux                 Microsoft.Azure.Monitoring.DependencyAgent            9.4.1.1134
DependencyAgentLinux                 Microsoft.Azure.Monitoring.DependencyAgent            9.4.2.1150
DependencyAgentLinux                 Microsoft.Azure.Monitoring.DependencyAgent            9.5.0.1174
DependencyAgentLinux                 Microsoft.Azure.Monitoring.DependencyAgent            9.5.1.1204
DependencyAgentLinux                 Microsoft.Azure.Monitoring.DependencyAgent            9.6.2.1366
DependencyAgentLinux                 Microsoft.Azure.Monitoring.DependencyAgent            9.7.1.1416
DependencyAgentLinux                 Microsoft.Azure.Monitoring.DependencyAgent            9.7.3.1475
DependencyAgentLinux                 Microsoft.Azure.Monitoring.DependencyAgent            9.7.4.3150
DependencyAgentLinux                 Microsoft.Azure.Monitoring.DependencyAgent            9.8.1.4830
DependencyAgentLinux                 Microsoft.Azure.Monitoring.DependencyAgent            9.8.2.5440
DependencyAgentLinux                 Microsoft.Azure.Monitoring.DependencyAgent            9.9.0.6300
DependencyAgentLinux                 Microsoft.Azure.Monitoring.DependencyAgent            9.9.1.7050
AquariusLinux                        Microsoft.Azure.Networking.SDN                        1.4.0.0
AquariusLinux                        Microsoft.Azure.Networking.SDN                        1.5.0.0
AquariusLinux                        Microsoft.Azure.Networking.SDN                        1.6.0.0
NetworkWatcherAgentLinux             Microsoft.Azure.NetworkWatcher                        1.4.105.0
NetworkWatcherAgentLinux             Microsoft.Azure.NetworkWatcher                        1.4.1210.1
NetworkWatcherAgentLinux             Microsoft.Azure.NetworkWatcher                        1.4.1252.1
NetworkWatcherAgentLinux             Microsoft.Azure.NetworkWatcher                        1.4.1325.1
NetworkWatcherAgentLinux             Microsoft.Azure.NetworkWatcher                        1.4.1421.1
NetworkWatcherAgentLinux             Microsoft.Azure.NetworkWatcher                        1.4.1527.2
NetworkWatcherAgentLinux             Microsoft.Azure.NetworkWatcher                        1.4.1587.1
NetworkWatcherAgentLinux             Microsoft.Azure.NetworkWatcher                        1.4.1654.1
NetworkWatcherAgentLinux             Microsoft.Azure.NetworkWatcher                        1.4.1693.1
NetworkWatcherAgentLinux             Microsoft.Azure.NetworkWatcher                        1.4.1693.3
NetworkWatcherAgentLinux             Microsoft.Azure.NetworkWatcher                        1.4.1884.1
NetworkWatcherAgentLinux             Microsoft.Azure.NetworkWatcher                        1.4.1974.1
NetworkWatcherAgentLinux             Microsoft.Azure.NetworkWatcher                        1.4.306.5
NetworkWatcherAgentLinux             Microsoft.Azure.NetworkWatcher                        1.4.411.1
NetworkWatcherAgentLinux             Microsoft.Azure.NetworkWatcher                        1.4.466.1
NetworkWatcherAgentLinux             Microsoft.Azure.NetworkWatcher                        1.4.493.1
NetworkWatcherAgentLinux             Microsoft.Azure.NetworkWatcher                        1.4.518.1
NetworkWatcherAgentLinux             Microsoft.Azure.NetworkWatcher                        1.4.526.2
NetworkWatcherAgentLinux             Microsoft.Azure.NetworkWatcher                        1.4.585.2
NetworkWatcherAgentLinux             Microsoft.Azure.NetworkWatcher                        1.4.861.1
NetworkWatcherAgentLinux             Microsoft.Azure.NetworkWatcher                        1.4.861.2
NetworkWatcherAgentLinux             Microsoft.Azure.NetworkWatcher                        1.4.905.2
NetworkWatcherAgentLinux             Microsoft.Azure.NetworkWatcher                        1.4.905.3
DependencyAgentWindows               Microsoft.Azure.Monitoring.DependencyAgent            9.1.0.886
DependencyAgentWindows               Microsoft.Azure.Monitoring.DependencyAgent            9.10.0.7820
DependencyAgentWindows               Microsoft.Azure.Monitoring.DependencyAgent            9.10.10.16690
DependencyAgentWindows               Microsoft.Azure.Monitoring.DependencyAgent            9.10.11.17500
DependencyAgentWindows               Microsoft.Azure.Monitoring.DependencyAgent            9.10.2.9060
DependencyAgentWindows               Microsoft.Azure.Monitoring.DependencyAgent            9.10.3.9380
DependencyAgentWindows               Microsoft.Azure.Monitoring.DependencyAgent            9.10.4.10090
DependencyAgentWindows               Microsoft.Azure.Monitoring.DependencyAgent            9.10.5.10940
DependencyAgentWindows               Microsoft.Azure.Monitoring.DependencyAgent            9.10.6.11730
DependencyAgentWindows               Microsoft.Azure.Monitoring.DependencyAgent            9.10.7.12710
DependencyAgentWindows               Microsoft.Azure.Monitoring.DependencyAgent            9.10.9.15340
DependencyAgentWindows               Microsoft.Azure.Monitoring.DependencyAgent            9.2.0.1001
DependencyAgentWindows               Microsoft.Azure.Monitoring.DependencyAgent            9.2.1.1014
DependencyAgentWindows               Microsoft.Azure.Monitoring.DependencyAgent            9.3.0.1058
DependencyAgentWindows               Microsoft.Azure.Monitoring.DependencyAgent            9.4.0.1112
DependencyAgentWindows               Microsoft.Azure.Monitoring.DependencyAgent            9.4.1.1134
DependencyAgentWindows               Microsoft.Azure.Monitoring.DependencyAgent            9.5.0.1174
DependencyAgentWindows               Microsoft.Azure.Monitoring.DependencyAgent            9.6.2.1366
DependencyAgentWindows               Microsoft.Azure.Monitoring.DependencyAgent            9.7.1.1416
DependencyAgentWindows               Microsoft.Azure.Monitoring.DependencyAgent            9.7.3.1475
DependencyAgentWindows               Microsoft.Azure.Monitoring.DependencyAgent            9.7.4.3150
DependencyAgentWindows               Microsoft.Azure.Monitoring.DependencyAgent            9.7.5.3590
DependencyAgentWindows               Microsoft.Azure.Monitoring.DependencyAgent            9.7.7.4050
DependencyAgentWindows               Microsoft.Azure.Monitoring.DependencyAgent            9.7.8.4180
DependencyAgentWindows               Microsoft.Azure.Monitoring.DependencyAgent            9.8.1.4830
DependencyAgentWindows               Microsoft.Azure.Monitoring.DependencyAgent            9.8.2.5440
DependencyAgentWindows               Microsoft.Azure.Monitoring.DependencyAgent            9.9.0.6300
DependencyAgentWindows               Microsoft.Azure.Monitoring.DependencyAgent            9.9.1.7050
DependencyAgentWindows               Microsoft.Azure.Monitoring.DependencyAgent            9.9.2.7270
NetworkWatcherAgentWindows           Microsoft.Azure.NetworkWatcher                        1.4.104.0
NetworkWatcherAgentWindows           Microsoft.Azure.NetworkWatcher                        1.4.1210.1
NetworkWatcherAgentWindows           Microsoft.Azure.NetworkWatcher                        1.4.1252.1
NetworkWatcherAgentWindows           Microsoft.Azure.NetworkWatcher                        1.4.1265.3
NetworkWatcherAgentWindows           Microsoft.Azure.NetworkWatcher                        1.4.1325.1
NetworkWatcherAgentWindows           Microsoft.Azure.NetworkWatcher                        1.4.1421.1
NetworkWatcherAgentWindows           Microsoft.Azure.NetworkWatcher                        1.4.1527.2
NetworkWatcherAgentWindows           Microsoft.Azure.NetworkWatcher                        1.4.1587.1
NetworkWatcherAgentWindows           Microsoft.Azure.NetworkWatcher                        1.4.1654.1
NetworkWatcherAgentWindows           Microsoft.Azure.NetworkWatcher                        1.4.1693.1
NetworkWatcherAgentWindows           Microsoft.Azure.NetworkWatcher                        1.4.1693.3
NetworkWatcherAgentWindows           Microsoft.Azure.NetworkWatcher                        1.4.1884.1
NetworkWatcherAgentWindows           Microsoft.Azure.NetworkWatcher                        1.4.1974.1
NetworkWatcherAgentWindows           Microsoft.Azure.NetworkWatcher                        1.4.306.5
NetworkWatcherAgentWindows           Microsoft.Azure.NetworkWatcher                        1.4.411.1
NetworkWatcherAgentWindows           Microsoft.Azure.NetworkWatcher                        1.4.466.1
NetworkWatcherAgentWindows           Microsoft.Azure.NetworkWatcher                        1.4.493.1
NetworkWatcherAgentWindows           Microsoft.Azure.NetworkWatcher                        1.4.518.1
NetworkWatcherAgentWindows           Microsoft.Azure.NetworkWatcher                        1.4.526.2
NetworkWatcherAgentWindows           Microsoft.Azure.NetworkWatcher                        1.4.585.2
NetworkWatcherAgentWindows           Microsoft.Azure.NetworkWatcher                        1.4.861.1
NetworkWatcherAgentWindows           Microsoft.Azure.NetworkWatcher                        1.4.861.2
NetworkWatcherAgentWindows           Microsoft.Azure.NetworkWatcher                        1.4.905.2
NetworkWatcherAgentWindows           Microsoft.Azure.NetworkWatcher                        1.4.905.3
WindowsOpenSSH                       Microsoft.Azure.OpenSSH                               1.0.0.2
WindowsOpenSSH                       Microsoft.Azure.OpenSSH                               1.0.0.3
WindowsOpenSSH                       Microsoft.Azure.OpenSSH                               1.0.0.4
WindowsOpenSSH                       Microsoft.Azure.OpenSSH                               1.0.0.6
WindowsOpenSSH                       Microsoft.Azure.OpenSSH                               2.0.0.0
AzurePerformanceDiagnostics          Microsoft.Azure.Performance.Diagnostics               1.0.1
AzurePerformanceDiagnostics          Microsoft.Azure.Performance.Diagnostics               1.0.10
AzurePerformanceDiagnostics          Microsoft.Azure.Performance.Diagnostics               1.0.11
AzurePerformanceDiagnostics          Microsoft.Azure.Performance.Diagnostics               1.0.12
AzurePerformanceDiagnostics          Microsoft.Azure.Performance.Diagnostics               1.0.13
AzurePerformanceDiagnostics          Microsoft.Azure.Performance.Diagnostics               1.0.18
AzurePerformanceDiagnostics          Microsoft.Azure.Performance.Diagnostics               1.0.19
AzurePerformanceDiagnostics          Microsoft.Azure.Performance.Diagnostics               1.0.2
AzurePerformanceDiagnostics          Microsoft.Azure.Performance.Diagnostics               1.0.5
AzurePerformanceDiagnostics          Microsoft.Azure.Performance.Diagnostics               1.0.6
AzurePerformanceDiagnostics          Microsoft.Azure.Performance.Diagnostics               1.0.7
AzurePerformanceDiagnostics          Microsoft.Azure.Performance.Diagnostics               1.0.8
AzurePerformanceDiagnostics          Microsoft.Azure.Performance.Diagnostics               1.0.9
AzurePerformanceDiagnosticsLinux     Microsoft.Azure.Performance.Diagnostics               1.1.15
AzurePerformanceDiagnosticsLinux     Microsoft.Azure.Performance.Diagnostics               1.1.16
AzurePerformanceDiagnosticsLinux     Microsoft.Azure.Performance.Diagnostics               1.1.17
AzurePerformanceDiagnosticsLinux     Microsoft.Azure.Performance.Diagnostics               1.1.18
AzurePerformanceDiagnosticsLinux     Microsoft.Azure.Performance.Diagnostics               1.1.19
AzurePerformanceDiagnosticsLinux     Microsoft.Azure.Performance.Diagnostics               1.1.21
AzurePerformanceDiagnosticsLinux     Microsoft.Azure.Performance.Diagnostics               1.1.22
AzurePerformanceDiagnosticsLinux     Microsoft.Azure.Performance.Diagnostics               1.1.23
AzurePerformanceDiagnosticsLinux     Microsoft.Azure.Performance.Diagnostics               1.1.3
VMSnapshot                           Microsoft.Azure.RecoveryServices                      1.0.46.0
VMSnapshot                           Microsoft.Azure.RecoveryServices                      1.0.49.0
VMSnapshot                           Microsoft.Azure.RecoveryServices                      1.0.53.0
VMSnapshot                           Microsoft.Azure.RecoveryServices                      1.0.54.0
VMSnapshot                           Microsoft.Azure.RecoveryServices                      1.0.55.0
VMSnapshot                           Microsoft.Azure.RecoveryServices                      1.0.57.0
VMSnapshot                           Microsoft.Azure.RecoveryServices                      1.0.60.0
VMSnapshot                           Microsoft.Azure.RecoveryServices                      1.0.61.0
VMSnapshot                           Microsoft.Azure.RecoveryServices                      1.0.62.0
VMSnapshot                           Microsoft.Azure.RecoveryServices                      1.0.63.0
VMSnapshot                           Microsoft.Azure.RecoveryServices                      1.0.65.0
VMSnapshot                           Microsoft.Azure.RecoveryServices                      1.0.66.0
VMSnapshot                           Microsoft.Azure.RecoveryServices                      1.0.68.0
VMSnapshot                           Microsoft.Azure.RecoveryServices                      1.0.69.0
VMSnapshot                           Microsoft.Azure.RecoveryServices                      1.0.70.0
VMSnapshot                           Microsoft.Azure.RecoveryServices.Edp                  1.0.39.0
LinuxDEBIAN10                        Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9163
LinuxDEBIAN10                        Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9164
LinuxDEBIAN10                        Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9166
LinuxDEBIAN10                        Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9167
LinuxDEBIAN10                        Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9170
Linux                                Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9163
Linux                                Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9164
Linux                                Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9165
Linux                                Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9166
Linux                                Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9167
Linux                                Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9168
Linux                                Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9169
Linux                                Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9170
Linux                                Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9171
VMSnapshotLinux                      Microsoft.Azure.RecoveryServices.Edp                  1.0.9125.0
VMSnapshotLinux                      Microsoft.Azure.RecoveryServices.Edp                  1.0.9151.0
VMSnapshotLinux                      Microsoft.Azure.RecoveryServices                      1.0.9136.0
VMSnapshotLinux                      Microsoft.Azure.RecoveryServices                      1.0.9137.0
VMSnapshotLinux                      Microsoft.Azure.RecoveryServices                      1.0.9140.0
VMSnapshotLinux                      Microsoft.Azure.RecoveryServices                      1.0.9141.0
VMSnapshotLinux                      Microsoft.Azure.RecoveryServices                      1.0.9142.0
VMSnapshotLinux                      Microsoft.Azure.RecoveryServices                      1.0.9143.0
VMSnapshotLinux                      Microsoft.Azure.RecoveryServices                      1.0.9147.0
VMSnapshotLinux                      Microsoft.Azure.RecoveryServices                      1.0.9161.0
VMSnapshotLinux                      Microsoft.Azure.RecoveryServices                      1.0.9162.0
VMSnapshotLinux                      Microsoft.Azure.RecoveryServices                      1.0.9163.0
VMSnapshotLinux                      Microsoft.Azure.RecoveryServices                      1.0.9164.0
VMSnapshotLinux                      Microsoft.Azure.RecoveryServices                      1.0.9167.0
VMSnapshotLinux                      Microsoft.Azure.RecoveryServices                      1.0.9170.0
VMSnapshotLinux                      Microsoft.Azure.RecoveryServices                      1.0.9174.0
VMSnapshotLinux                      Microsoft.Azure.RecoveryServices                      1.0.9175.0
VMSnapshotLinux                      Microsoft.Azure.RecoveryServices                      1.0.9184.0
VMSnapshotLinux                      Microsoft.Azure.RecoveryServices                      1.0.9185.0
VMSnapshotLinux                      Microsoft.Azure.RecoveryServices                      1.0.9186.0
VMSnapshotLinux                      Microsoft.Azure.RecoveryServices                      1.0.9187.0
LinuxDEBIAN7                         Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9163
LinuxDEBIAN7                         Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9164
LinuxDEBIAN7                         Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9167
LinuxDEBIAN7                         Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9170
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup       1.0.0.10
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup       1.0.0.12
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup       1.0.0.13
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup       1.0.0.14
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup       1.0.0.15
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup       1.0.0.16
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup       1.0.0.18
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup       1.0.0.19
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup       1.0.0.20
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup       1.0.0.24
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup       1.0.0.25
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup       1.0.0.28
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup       1.0.0.29
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup       1.0.0.30
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup       1.0.0.4
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup       1.0.0.41
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup       1.0.0.44
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup       1.0.0.45
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup       1.0.0.47
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup       1.0.0.49
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup       1.0.0.50
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup       1.0.0.51
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup       1.0.0.52
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup       1.0.0.53
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup       1.0.0.9
LinuxOL6                             Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9163
LinuxOL6                             Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9164
LinuxOL6                             Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9167
LinuxOL6                             Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9170
AzureBackupWindowsWorkload           Microsoft.Azure.RecoveryServices.WorkloadBackup       1.1.0.38
AzureBackupWindowsWorkload           Microsoft.Azure.RecoveryServices.WorkloadBackup       1.1.0.41
AzureBackupWindowsWorkload           Microsoft.Azure.RecoveryServices.WorkloadBackup       1.1.0.45
AzureBackupWindowsWorkload           Microsoft.Azure.RecoveryServices.WorkloadBackup       1.1.0.49
AzureBackupWindowsWorkload           Microsoft.Azure.RecoveryServices.WorkloadBackup       1.1.0.50
AzureBackupWindowsWorkload           Microsoft.Azure.RecoveryServices.WorkloadBackup       1.1.0.53
AzureBackupWindowsWorkload           Microsoft.Azure.RecoveryServices.WorkloadBackup       1.1.0.55
AzureBackupWindowsWorkload           Microsoft.Azure.RecoveryServices.WorkloadBackup       1.1.0.58
AzureBackupWindowsWorkload           Microsoft.Azure.RecoveryServices.WorkloadBackup       1.1.0.61
AzureBackupWindowsWorkload           Microsoft.Azure.RecoveryServices.WorkloadBackup       1.1.0.64
LinuxDEBIAN8                         Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9163
LinuxDEBIAN8                         Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9164
LinuxDEBIAN8                         Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9167
LinuxDEBIAN8                         Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9170
LinuxOL7                             Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9163
LinuxOL7                             Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9164
LinuxOL7                             Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9167
LinuxOL7                             Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9170
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp   1.0.0.136
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp   1.0.0.137
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp   1.0.0.138
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp   1.0.0.139
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp   1.0.0.140
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp   1.0.0.141
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp   1.0.0.143
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp   1.0.0.144
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp   1.0.0.145
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp   1.0.0.146
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp   1.0.0.147
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp   1.0.0.148
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp   1.0.0.149
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp   1.0.0.151
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp   1.0.0.152
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp   1.0.0.153
